Repository,Category,Subcat,Standard,Stars,Forks,Description,URL,License,Language,Top Contributors,Contributors,Created,Updated,Last Commit,Downloads,Topics
ehrbase/fhir-bridge,Archived,Gateways & Connectors,"FHIR, openEHR",32,22,FHIR Bridge acts as a broker between an HL7 FHIR client and an openEHR server.,https://github.com/ehrbase/fhir-bridge,Unknown,Java,"SevKohler, subigre, wlad",21,2020-10-20,2024-12-24,2024-04-08,0,"ehrbase, fhir, fhir-bridge, openehr"
philips-software/go-hsdp-api,Archived,,,32,11,Client library to interact with various APIs used within Philips in a simple and uniform way,https://github.com/philips-software/go-hsdp-api,MIT License,Go,"loafoe, dependabot[bot], roopesh83",7,2018-08-03,2025-03-11,2025-03-11,0,"ai-inference, ai-training, ai-workspace, auditing, cartel"
awslabs/fhir-works-on-aws-authz-smart,Archived,,,32,20,"A SMART on FHIR v1.0.0 implementation of the FHIR Works on AWS framework, utilizing OAuth2/OIDC auth...",https://github.com/awslabs/fhir-works-on-aws-authz-smart,Apache License 2.0,TypeScript,"rsmayda, dependabot[bot], Bingjiling",15,2020-10-29,2025-08-19,2023-04-13,0,"aws, fhir, fhir-works, healthcare, hl7"
standardhealth/smart-react-app-template,App Development,Templates / Starters,,32,11,Template to get a SMART on FHIR-based React app started quickly,https://github.com/standardhealth/smart-react-app-template,Apache License 2.0,JavaScript,"dehall, kghoreshi, radamson",3,2019-10-04,2025-05-21,2020-11-30,0,
monarch-initiative/loinc2hpo,Interoperability,Data Standards & Mapping,"loinc, hpo",32,8,Java library to map LOINC-encoded test results to Human Phenotype Ontology,https://github.com/monarch-initiative/loinc2hpo,Other,Java,"kingmanzhang, pnrobinson, ShahimEssaid",3,2017-12-07,2025-09-21,2023-06-08,117,"ehr, fhir, healthcare, hpo, loinc"
HicServices/SynthEHR,Model Development,Synthetic Data,,32,3,Library and CLI for randomly generating medical data like you might get out of an Electronic Health ...,https://github.com/HicServices/SynthEHR,GNU General Public License v3.0,C#,"dependabot[bot], jas88, tznind",6,2019-05-02,2025-07-08,2025-02-11,161,"cli, dataset, ehr, electronic-health-records, hospital-admission"
FHIR/genomics-operations,App Development,Templates / Starters,FHIR,32,19,A public reference implementation of HL7 FHIR Genomics Operations (http://build.fhir.org/ig/HL7/geno...,https://github.com/FHIR/genomics-operations,Apache License 2.0,Python,"rhdolin, mihaitodor, Rohan-cod",11,2022-04-20,2025-09-26,2025-05-30,879,"connexion, fhir, flask, genomics, heroku"
onc-healthit/lantern-back-end,App Development,Visualization,,32,10,Lantern is an open source tool developed by the MITRE Corporation for monitoring fielded health IT s...,https://github.com/onc-healthit/lantern-back-end,Apache License 2.0,Go,"rishi-salunkhe-mettle, emichaud998, jash-mettles",18,2019-09-16,2025-09-10,2025-09-10,0,
som-shahlab/factehr,Model repo,Eval,,32,0,Fact Verification for Clinical Notes with LLMs,https://github.com/som-shahlab/factehr,Unknown,Python,"akshayswaminathan, monicamunnangi, jason-fries",3,2024-12-08,2025-09-03,2025-08-08,0,"benchmarking, clinical-nlp, clinical-notes, ehr, fact-verification"
acadTags/Rare-disease-identification,Model repo,,,32,7,Rare disease identification from free-text clinical notes with ontologies and weak supervision,https://github.com/acadTags/Rare-disease-identification,MIT License,Python,,0,2021-04-13,2025-06-07,2023-05-06,0,"clinical-notes, discharge-summaries, entity-linking, mimic-iii, ontology"
awslabs/fhir-works-on-aws-routing,Archived,,,31,23,The routing implementation of the FHIR Works on AWS framework. Finding the correct component to hand...,https://github.com/awslabs/fhir-works-on-aws-routing,Apache License 2.0,TypeScript,"carvantes, rsmayda, nguyen102",22,2020-07-23,2023-12-21,2023-04-13,0,"aws, fhir, fhir-works, healthcare, hl7"
yy6linda/synthetic-ehr-benchmarking,Model repo,Synthetic Data,,31,2,,https://github.com/yy6linda/synthetic-ehr-benchmarking,MIT License,Jupyter Notebook,"zhywan, yanchao0222, yy6linda",4,2021-05-18,2025-10-03,2022-11-24,0,
health-validator/Hammer,Interoperability,Data Models & Validation,FHIR,31,8,"Simple, reliable FHIR validator",https://github.com/health-validator/Hammer,MIT License,C#,"vadi2, dependabot[bot], dependabot-preview[bot]",4,2019-05-15,2025-03-07,2022-11-25,411,"aesthetic, csharp, dotnet, dotnet-core, fhir"
hl7au/au-fhir-core,References,,,31,14,AU Core FHIR Implementation Guide Source,https://github.com/hl7au/au-fhir-core,Other,Batchfile,"dt-r, dbojicic, dtr-agency",13,2022-08-16,2025-10-01,2025-10-01,0,
microsoft/health-architectures,Archived,,,31,15,"Health Architectures is a collection of reference architectures and, when appropriate, implementatio...",https://github.com/microsoft/health-architectures,MIT License,HTML,"daemel, v-pbartley, PaulHBartley",21,2020-03-05,2025-09-06,2022-05-13,0,
FHIR/packages,App Development,Tooling,FHIR,31,21,Useful FHIR packages to support implementation: fhir.tx.support and fhir.test.data,https://github.com/FHIR/packages,"BSD 3-Clause ""New"" or ""Revised"" License",CSS,"grahamegrieve, rhausam, saulakravitz",23,2018-09-15,2025-09-16,2025-07-28,0,
smart-on-fhir/generated-sample-data,References,,,31,20,Contains all the bundles that are loaded into the FHIR server,https://github.com/smart-on-fhir/generated-sample-data,Other,,"vlad-ignatov, cmoesel",2,2017-07-11,2025-08-23,2021-06-01,0,
Project-MONAI/monai-deploy-informatics-gateway,HAI engineering,Framework,"FHIR, DICOM",31,11,"MONAI Deploy Informatics Gateway facilitates integration with DICOM compliant systems, enables inges...",https://github.com/Project-MONAI/monai-deploy-informatics-gateway,Apache License 2.0,C#,"mocsharp, neildsouth, dependabot[bot]",12,2021-06-30,2025-09-15,2025-06-30,857,"ai, csharp, dicom, dicomweb-client, dotnet"
fastenhealth/fasten-sources,Interoperability,Gateways & Connectors,FHIR,31,11,The Fasten Sources is a library that defines medical provider metadata (definitions - OpenID Metadat...,https://github.com/fastenhealth/fasten-sources,Unknown,Go,"AnalogJ, packagr-io[bot], hkamran80",5,2022-11-18,2025-09-15,2025-09-11,0,"emr, fhir-client, healthcare, personal-health-record, smart-on-fhir"
dorlugasigal/MiniClean.Template,App Development,Tooling,FHIR,31,10,"a boilerplate template for a clean architecture project for a .NET 8 minimal API using FHIR,  with A...",https://github.com/dorlugasigal/MiniClean.Template,MIT License,C#,dorlugasigal,1,2024-05-09,2025-10-02,2024-07-23,0,
ekryski/node-hl7,Interoperability,Gateways & Connectors,HL7v2,30,13,NodeJS HL7 Processor and Event Emitter,https://github.com/ekryski/node-hl7,MIT License,JavaScript,"myoung34, ekryski, 360disrupt",3,2012-12-11,2023-10-02,2015-10-27,0,
nhsconnect/careconnect-reference-implementation,References,,,30,15,A reference implementation server for the CareConnect API and Care Connect FHIR Validation,https://github.com/nhsconnect/careconnect-reference-implementation,Apache License 2.0,Java,"KevinMayfield, AndyBowes, akarimisetti",5,2017-08-15,2025-09-06,2019-10-30,0,
niquola/fhir-schema,Interoperability,Data Models & Validation,FHIR,30,11,,https://github.com/niquola/fhir-schema,Unknown,JavaScript,"niquola, twilson63, tripott",3,2015-11-24,2025-04-15,2018-11-21,0,
rimiti/hl7-object-parser,Interoperability,Data Models & Validation,HL7v2,30,7,:wrench: Convert hl7 messages to javascript object.,https://github.com/rimiti/hl7-object-parser,Unknown,JavaScript,"rimiti, greenkeeper[bot]",2,2017-06-15,2025-03-10,2019-02-15,0,"hl7, javascript, json, node, parser"
logicahealth/InfoButtons,App Development,Interface,,30,26,Infobuttons are context-sensitive links embedded in the electronic health record (EHR). They use cli...,https://github.com/logicahealth/InfoButtons,Unknown,Java,"aniskand, gdelfiol, joenarus",10,2013-03-08,2025-06-18,2021-10-26,693,
brianpos/fhir-net-web-api,Infrastructure,Templates / Starters,FHIR,30,14,.NET FHIR webapi and netapicore facade library,https://github.com/brianpos/fhir-net-web-api,Other,C#,"brianpos, mharthoorn, tiloc",9,2019-03-04,2025-05-09,2025-05-08,0,"fhir, fhir-server"
node-on-fhir/fhir-schemas,Interoperability,Data Models & Validation,FHIR,30,8,FHIR Resources implemented with json-schema and node-simple-schema,https://github.com/node-on-fhir/fhir-schemas,Unknown,JavaScript,awatson1978,1,2017-12-16,2025-07-18,2018-02-09,0,
gematik/api-vzd,References,,,30,12,"API specification for gematik Directory, a service which provides Information about organizations an...",https://github.com/gematik/api-vzd,Other,GLSL,"gem-uhe, spilikin, patrick-werner",10,2021-08-23,2025-10-02,2025-10-02,0,"api, directory, fhir, gematik, ldap"
dshills/gofhir,Archived,,,29,10,A Healthcare FHIR client for Go,https://github.com/dshills/gofhir,Unknown,Go,"dshills, jbuchbinder, gitpushpray1",3,2017-01-16,2025-09-06,2020-05-04,0,
cqframework/hedis-ig,References,,,29,8,HEDIS FHIR-based Quality Reporting,https://github.com/cqframework/hedis-ig,Unknown,HTML,"duncand, brynrhodes, sliver007",7,2016-09-08,2024-08-09,2019-12-27,0,"clinical-quality-language, clinical-quality-measurement, cql, fhir, fhir-ig"
philipdarke/ukbb-ehr-data,Model Development,Dataset Processing,,30,6,Prepare UK Biobank Electronic Health Record data for research,https://github.com/philipdarke/ukbb-ehr-data,MIT License,R,philipdarke,1,2021-11-02,2025-09-10,2022-08-31,0,"ehr, electronic-health-records, healthcare, uk-biobank"
RyanWangZf/PromptEHR,Model repo,Synthetic Data,,29,8,EMNLP'22 | PromptEHR: Conditional Electronic Healthcare Records Generation with Prompt Learning,https://github.com/RyanWangZf/PromptEHR,MIT License,Python,RyanWangZf,1,2022-05-21,2025-05-30,2023-06-08,0,
BlackPearSw/fhirball,Infrastructure,Servers,FHIR,29,16,An Express router for a nodejs+MongoDB FHIR server,https://github.com/BlackPearSw/fhirball,Apache License 2.0,JavaScript,"Dunmail, KevWatson, steve1973",5,2014-09-02,2025-02-11,2024-01-12,0,
HL7/ccda-on-fhir,References,,,29,9,CCDA on FHIR implementation Guide Source,https://github.com/HL7/ccda-on-fhir,Unknown,Batchfile,"jddamore, benjaminflessner, rgeimer",12,2017-01-17,2025-08-04,2025-07-31,0,
Chinlinlee/Burni,Infrastructure,Servers,FHIR,29,12,The simple FHIR server implements with nodejs-express and mongoose.,https://github.com/Chinlinlee/Burni,Apache License 2.0,JavaScript,"Chinlinlee, cylien, hackmd-deploy",4,2020-12-25,2025-02-26,2024-02-06,0,"expressjs, fhir, fhir-server, mongoose, nodejs"
davebronson/clear-hl7-net,Interoperability,Data Models & Validation,HL7v2,29,7,.NET HL7® message generation and parsing library for the version 2.x standard,https://github.com/davebronson/clear-hl7-net,MIT License,C#,"davebronson, aarondglover, Copilot",3,2020-08-20,2025-09-23,2025-07-27,0,"csharp, dotnet, healthcare, hl7, hl7-builder"
ivanwilliammd/satusehat-laravel-example,App Development,Templates / Starters,,29,8,Example of SatusehatIntegration Laravel FHIR Library to Connect with SATUSEHAT,https://github.com/ivanwilliammd/satusehat-laravel-example,MIT License,PHP,ivanwilliammd,1,2023-09-17,2025-07-10,2024-03-26,0,"composer, laravel10, php81, satusehat, satusehat-integration"
inferno-framework/inferno-core,Interoperability,Data Models & Validation,FHIR,29,6,Core library for the Inferno Framework,https://github.com/inferno-framework/inferno-core,Apache License 2.0,Ruby,"Jammjammjamm, AlyssaWang, arscan",24,2021-05-13,2025-09-09,2025-07-30,0,"fhir, health-data, ruby, testing-framework"
som-shahlab/hf_ehr,Model Development,Modelling & Training,,29,8,Training HuggingFace models on EHR data,https://github.com/som-shahlab/hf_ehr,Apache License 2.0,Jupyter Notebook,"Miking98, MiguelAFH, suhana13",6,2023-10-05,2025-09-09,2025-07-21,0,"electronic-health-records, foundation-models, healthcare, machine-learning"
mimilabs/hccinfhir,Model Development,Dataset Processing,FHIR,29,11,HCC Algorithm that works with FHIR,https://github.com/mimilabs/hccinfhir,Apache License 2.0,Python,yubinmimi,1,2024-12-04,2025-10-02,2025-10-02,0,
OHDSI/dbt-synthea,Interoperability,Data Standards & Mapping,"FHIR, OMOP-CDM",29,12,[Under development] A dbt ETL project to convert a Synthea synthetic data set into the OMOP CDM,https://github.com/OHDSI/dbt-synthea,Apache License 2.0,Python,"lawrenceadams, katy-sadowski, vvcb",8,2024-01-04,2025-09-28,2025-09-28,0,
j4jayant/hl7-cSharp-parser,Interoperability,Data Models & Validation,HL7v2,28,138,HL7 C# parser,https://github.com/j4jayant/hl7-cSharp-parser,MIT License,C#,j4jayant,1,2013-12-30,2025-04-23,2013-12-30,0,
crs4/pyEHR,App Development,Tooling,openEHR,28,8,Python modules for managing OpenEHR projects,https://github.com/crs4/pyEHR,MIT License,Python,"lucalianas, sasurfer, asulis",5,2013-11-21,2024-05-09,2017-05-03,0,
OHDSI/Themis,References,,,28,8,"Repository for OMOP CDM conventions as defined by THEMIS. These can be reference lists of concepts, pieces of standardized code for data generation or quality certification, and debates.",https://github.com/OHDSI/Themis,Apache License 2.0,,"clairblacketer, MelaniePhilofsky, ericaVoss",6,2018-04-03,2025-08-27,2025-08-27,0,
google/meet-on-fhir,Archived,,,27,15,Google Meet SMART on FHIR reference implementation,https://github.com/google/meet-on-fhir,Apache License 2.0,JavaScript,"Biao, temporafugiunt",2,2020-04-17,2024-10-25,2020-08-25,0,
C3-PRO/c3-pro-ios-framework,Interoperability,Gateways & Connectors,"FHIR, iomt",28,5,Combining FHIR and ResearchKit,https://github.com/C3-PRO/c3-pro-ios-framework,Other,Swift,p2,1,2015-04-21,2024-05-21,2017-11-24,0,"c3-pro, ios, researchkit, swift"
nhsx/open-source-fhir-server,Infrastructure,Servers,FHIR,27,17,Open source fhir server,https://github.com/nhsx/open-source-fhir-server,MIT License,JavaScript,"synroborgan, edent",2,2019-05-29,2025-02-11,2019-07-29,0,
awslabs/fhir-works-on-aws-persistence-ddb,Archived,,,27,20,"A DynamoDB implementation of the FHIR Works on AWS framework, enabling users to complete CRUD operat...",https://github.com/awslabs/fhir-works-on-aws-persistence-ddb,Apache License 2.0,TypeScript,"rsmayda, carvantes, nguyen102",15,2020-07-23,2023-12-21,2023-04-13,0,"aws, fhir, fhir-works, healthcare, hl7"
ylboerner/Einthoven,Interoperability,Gateways & Connectors,"FHIR, iomt",27,4,Einthoven converts your Apple Watch ECG observations to FHIR and transmits them to a FHIR server.,https://github.com/ylboerner/Einthoven,MIT License,Swift,ylboerner,1,2021-03-29,2024-12-26,2021-04-12,0,
oracle-samples/ignite-endpoints,References,,,27,20,API endpoints for Millennium's HL7 FHIR implementation for patient access,https://github.com/oracle-samples/ignite-endpoints,Unknown,,"IgniteEndpointsBot, kolkheang, daliboz",8,2018-07-31,2025-08-22,2025-08-22,0,
AHRQ-CDS/AHRQ-CDS-Connect-CQL-SERVICES,Interoperability,Data Standards & Mapping,CQL,27,10,"The AHRQ CDS CQL Services tool is part of the CDS Connect project https://cds.ahrq.gov/, sponsored b...",https://github.com/AHRQ-CDS/AHRQ-CDS-Connect-CQL-SERVICES,Apache License 2.0,JavaScript,"cmoesel, mitread, JeffreyTaylor",3,2018-09-11,2025-04-24,2024-08-28,0,"cds, cds-hooks, clinical-decision-support, clinical-quality-language, cql"
tuva-health/FHIR_inferno,Infrastructure,Analytics,FHIR,27,9,Connector that loads FHIR r4 USCDIv3 JSON data from local file storage into the Tuva common data mod...,https://github.com/tuva-health/FHIR_inferno,Unknown,Python,"thutuva, sarah-tuva, RamilGaripov",6,2022-05-04,2025-09-30,2025-09-30,0,"data-pipelines, fhir, healthcare, healthcare-data, json"
microsoft/smart-on-fhir-app-starter-kit,Infrastructure,Templates / Starters,FHIR,27,25,,https://github.com/microsoft/smart-on-fhir-app-starter-kit,MIT License,JavaScript,"microsoftopensource, SameerDoshi, dependabot[bot]",4,2021-09-30,2025-08-10,2021-10-27,0,
microsoft/healthvault-fhir-library,Archived,,,27,12,The HealthVault FHIR Library is a community project started by Microsoft and Get Real Health seeking...,https://github.com/microsoft/healthvault-fhir-library,MIT License,C#,"jeffy-grh, baiju-grh, brandonpollett",10,2017-04-19,2025-09-27,2017-11-08,0,
HL7/smart-app-launch,References,,,27,25,SMART on FHIR App Launch Protocol,https://github.com/HL7/smart-app-launch,Unknown,Jupyter Notebook,"jmandel, Healthedata1, barabo",16,2017-07-11,2025-08-21,2024-05-14,0,
sczzz3/EHRDiff,References,,,27,8,An offical implementation of  EHRDiff [TMLR],https://github.com/sczzz3/EHRDiff,Unknown,Python,"sczzz3, Yuanhy1997",2,2023-03-09,2025-09-09,2024-06-25,0,
fhir-typescript/fhir-typescript,Interoperability,Data Models & Validation,FHIR,27,6,,https://github.com/fhir-typescript/fhir-typescript,MIT License,TypeScript,GinoCanessa,1,2022-05-13,2025-09-25,2022-08-09,0,
medblocks/openFHIR,Interoperability,Gateways & Connectors,"FHIR, openEHR",27,10,,https://github.com/medblocks/openFHIR,Apache License 2.0,Java,"gasperr, MadineniGunavardhan, vipinsanthosh",10,2024-09-30,2025-09-19,2025-09-19,0,
draaslan/blood-cell-detection-dataset,Model repo,,,27,16,WBC & RBC detection dataset from peripheral blood smears.  https://aslan.md/blood-cell-detection-dataset/,https://github.com/draaslan/blood-cell-detection-dataset,MIT License,,draaslan,1,2020-04-25,2025-05-31,2023-06-18,0,"dataset, deep-learning, healthcare, medicine, object-detection"
bluehalo/fhir-app-starter,Infrastructure,Templates / Starters,FHIR,26,20,🔥  Open Source FHIR App project starter. Start building your app right away.,https://github.com/bluehalo/fhir-app-starter,MIT License,JavaScript,"zeevo, dependabot[bot]",2,2020-05-28,2025-09-06,2020-10-02,0,"cerner, fhir, react, redux, redux-saga"
fhir-ru/core,References,,,26,8,RU Core FHIR IG,https://github.com/fhir-ru/core,Unknown,HTML,"Semalexa, niquola, eugenekogan-spb",7,2019-05-28,2024-09-03,2022-02-22,0,
jembi/hearth,Infrastructure,Servers,FHIR,26,22,A fast FHIR-compliant server focused on longitudinal data stores.,https://github.com/jembi/hearth,"BSD 3-Clause ""New"" or ""Revised"" License",JavaScript,"rcrichton, napiergit, bradsawadye",13,2017-01-09,2025-02-11,2019-11-22,0,"fhir, health, mhd, ohie, openhie"
HL7/cds-hooks-hl7-site,References,,,26,5,HL7 CDS Hooks website,https://github.com/HL7/cds-hooks-hl7-site,Apache License 2.0,Python,"isaacvetter, brynrhodes, kpshek",6,2018-03-30,2025-08-04,2024-10-02,0,
